UserId,EventTag,TagValue1,TagValue2,EventMs,TagDate
16ac0f6cdec-9c79-97e0-bcaf-29fe,freeText_ms,feature2,"1012,1015,1023,1025",16536,2019-05-16 16:34:21.446
16ac0f6cdec-9c79-97e0-bcaf-29fe,freeText_ms,feature2,"1365,1368,1375,1378",16539,2019-05-16 16:34:21.449
16ac0f6cdec-9c79-97e0-bcaf-29fe,freeText,feature2,awef,16539,2019-05-16 16:34:21.449
16ac0f6cdec-9c79-97e0-bcaf-29fe,freeText,feature2,awef,16541,2019-05-16 16:34:21.451
16ac0f6cdec-9c79-97e0-bcaf-29fe,freeText_ms,feature2,"1717,1720,1723,1732",16542,2019-05-16 16:34:21.452
16ac0f6cdec-9c79-97e0-bcaf-29fe,freeText,feature2,awef,16544,2019-05-16 16:34:21.454
16ac0f6cdec-9c79-97e0-bcaf-29fe,freeText_ms,feature2,"2070,2073,2076,2079",16545,2019-05-16 16:34:21.455
16ac0f6cdec-9c79-97e0-bcaf-29fe,freeText,feature2,,16547,2019-05-16 16:34:21.457
16ac0f6cdec-9c79-97e0-bcaf-29fe,freeText_ms,feature2,,16548,2019-05-16 16:34:21.458
16ac0f6cdec-9c79-97e0-bcaf-29fe,freeText,feature2,,16551,2019-05-16 16:34:21.461
16ac0f6cdec-9c79-97e0-bcaf-29fe,freeText_ms,feature2,,16551,2019-05-16 16:34:21.461
16ac0f6cdec-9c79-97e0-bcaf-29fe,freeText,feature2,,16554,2019-05-16 16:34:21.464
16ac0f6cdec-9c79-97e0-bcaf-29fe,freeText_ms,feature2,,16555,2019-05-16 16:34:21.465
16ac0f6cdec-9c79-97e0-bcaf-29fe,freeText,feature2,,16558,2019-05-16 16:34:21.468
16ac0f6cdec-9c79-97e0-bcaf-29fe,freeText_ms,feature2,,16558,2019-05-16 16:34:21.468
16ac0f6cdec-9c79-97e0-bcaf-29fe,freeText,feature2,,16561,2019-05-16 16:34:21.471
16ac0f6cdec-9c79-97e0-bcaf-29fe,freeText_ms,feature2,,16562,2019-05-16 16:34:21.472
16ac0f6cdec-9c79-97e0-bcaf-29fe,StimulusPresentationTime,feature10,logTimeStamp,16567,2019-05-16 16:34:21.477
16ac0f6cdec-9c79-97e0-bcaf-29fe,freeText,feature10,awef,19757,2019-05-16 16:34:24.667
16ac0f6cdec-9c79-97e0-bcaf-29fe,freeText_ms,feature10,"743,745,751,756",19758,2019-05-16 16:34:24.668
16ac0f6cdec-9c79-97e0-bcaf-29fe,freeText,feature10,awef,19759,2019-05-16 16:34:24.669
16ac0f6cdec-9c79-97e0-bcaf-29fe,freeText_ms,feature10,"1091,1094,1097,1100",19760,2019-05-16 16:34:24.67
16ac0f6cdec-9c79-97e0-bcaf-29fe,freeText,feature10,awefawef,19761,2019-05-16 16:34:24.671
16ac0f6cdec-9c79-97e0-bcaf-29fe,freeText_ms,feature10,"1405,1408,1411,1414,1726,1743,1743,1744",19762,2019-05-16 16:34:24.672
